hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
0, 0.00000, 239.692, -30.1313, 239.92, -150.092, 239.865, 89.8448, 0, 0, 68.5014, 131.561, 31.1369, 11.6192, 67.579, -107.674, 36.1208, 10.9505
0, 0.00000, 239.745, -30.1132, 239.949, -150.095, 239.841, 89.8511, 0, 0, 57.1322, 131.478, 32.4517, 11.7573, 68.2619, -107.776, 31.0976, 30.08
0, 0.00000, 239.812, -30.1022, 239.959, -150.082, 239.905, 89.8781, 0, 0, 51.2503, 131.587, 29.8933, 11.7357, 54.2654, -107.842, 22.5699, 18.718
0, 0.00000, 239.771, -30.1254, 239.895, -150.088, 239.923, 89.8757, 0, 0, 63.3925, 131.717, 34.4977, 11.6207, 51.1675, -107.848, 24.7108, -13.0084
0, 0.00000, 239.817, -30.1038, 239.967, -150.064, 239.981, 89.8927, 0, 0, 54.753, 131.658, 22.6974, 11.624, 43.9583, -107.745, 27.7944, -7.47102
0, 0.00000, 239.886, -30.0809, 240.012, -150.059, 239.982, 89.9061, 0, 0, 41.6512, 131.588, 20.8315, 11.7431, 40.8979, -107.783, 20.0591, 10.199
0, 0.00000, 239.923, -30.0726, 240.027, -150.05, 240.019, 89.9206, 0, 0, 37.5666, 131.635, 17.9602, 11.7247, 33.7191, -107.798, 17.6834, 1.22652
0, 0.00000, 239.943, -30.0747, 240.01, -150.046, 240.053, 89.9327, 0, 0, 38.4599, 131.755, 18.6666, 11.665, 26.1142, -107.851, 17.1197, -26.3855
0, 0.00000, 239.961, -30.0653, 240.044, -150.034, 240.083, 89.9403, 0, 0, 35.0862, 131.737, 12.5889, 11.6697, 22.7098, -107.847, 19.343, -21.5694
0, 0.00000, 240.01, -30.0571, 240.048, -150.029, 240.115, 89.9575, 0, 0, 30.0393, 131.856, 12.4006, 11.641, 14.318, -107.979, 16.687, -42.4235
0, 0.00000, 240.027, -30.0507, 240.063, -150.027, 240.117, 89.9608, 0, 0, 26.549, 131.823, 11.2966, 11.68, 13.6526, -107.984, 14.1568, -39.9275
0, 0.00000, 240.055, -30.0422, 240.076, -150.027, 240.113, 89.9659, 0, 0, 21.2814, 131.814, 11.5907, 11.7275, 12.6411, -108.061, 9.17129, -42.5247
0, 0.00000, 240.09, -30.0358, 240.074, -150.031, 240.104, 89.9722, 0, 0, 16.0857, 131.846, 14.9311, 11.7799, 10.8806, -108.171, 4.71882, -95.9871
