hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
0, 0.00000, 2.81385, 0.507265, 2.1729, 1.34151, 1.77102, 0.369496, 0, 0
0, 0.00000, 2.69332, 0.468796, 2.05316, 1.30096, 1.65269, 0.330654, 0, 0
0, 0.00000, 2.44219, 0.452729, 1.80641, 1.17253, 1.50104, 0.262164, 0, 0
0, 0.00000, 1.77725, 0.483302, 1.45617, 0.719701, 1.41203, 0.323475, 0, 0
0, 0.00000, 1.89453, 0.552649, 1.49246, 0.754045, 1.51914, 0.305186, 0, 0
0, 0.00000, 1.76901, 0.620369, 1.25555, 0.661987, 1.47631, 0.196518, 0, 0
0, 0.00000, 1.82445, 0.545956, 1.43544, 0.717195, 1.4817, 0.294711, 0, 0
0, 0.00000, 1.6916, 0.499187, 1.38462, 0.658631, 1.40007, 0.313087, 0, 0
0, 0.00000, 1.71511, 0.604715, 1.28278, 0.625939, 1.48062, 0.240926, 0, 0
0, 0.00000, 2.02916, 0.523038, 1.97375, 0.775884, 1.78249, 0.601522, 0, 0
0, 0.00000, 3.0715, 0.288791, 3.4714, 1.41279, 2.2979, 1.19742, 0, 0
0, 0.00000, 3.25198, 1.19224, 2.94675, 1.0466, 3.2256, 0.855052, 0, 0
0, 0.00000, 4.0111, 2.54501, 4.63207, 0.344447, 6.22711, 1.98144, 0, 0
0, 0.00000, 4.90616, 2.22047, 4.66379, 1.24216, 5.63237, 1.52095, 0, 0
0, 0.00000, 7.5579, 0.905235, 6.08762, 3.84617, 4.27655, 1.10414, 0, 0
0, 0.00000, 9.7513, 1.2183, 7.43104, 5.00402, 5.31411, 1.10458, 0, 0
0, 0.00000, 6.8903, 1.80686, 5.01067, 2.95785, 4.95465, 0.755236, 0, 0
0, 0.00000, 4.59256, 1.36869, 3.91575, 1.74242, 3.93074, 0.969587, 0, 0
0, 0.00000, 5.81352, 1.40437, 5.38074, 2.33795, 4.78881, 1.49685, 0, 0
0, 0.00000, 6.58454, 0.811174, 5.1071, 3.3827, 3.61944, 0.818739, 0, 0
0, 0.00000, 6.23531, 0.507013, 5.16999, 3.30986, 3.27572, 0.987182, 0, 0
0, 0.00000, 5.92919, 0.91202, 4.04509, 3.03822, 3.14652, 0.344387, 0, 0
0, 0.00000, 4.54086, 0.665742, 3.38044, 2.29235, 2.55232, 0.474657, 0, 0
0, 0.00000, 5.06754, 1.34219, 3.54406, 2.19801, 3.5652, 0.451108, 0, 0
0, 0.00000, 5.90894, 0.856074, 5.23856, 2.81339, 3.87892, 1.25513, 0, 0
0, 0.00000, 5.76134, 1.78287, 3.66834, 2.39957, 4.18164, 0.278967, 0, 0
0, 0.00000, 4.94511, 1.30596, 3.352, 2.17048, 3.40043, 0.358913, 0, 0
0, 0.00000, 5.52922, 0.643386, 4.78003, 2.76492, 3.31758, 1.05627, 0, 0
0, 0.00000, 5.01534, 0.752959, 3.54651, 2.5587, 2.71758, 0.384473, 0, 0
0, 0.00000, 4.8187, 0.994834, 4.25238, 2.09819, 3.5802, 1.05653, 0, 0
0, 0.00000, 6.4447, 1.11887, 7.043, 2.66097, 5.40793, 2.40896, 0, 0
